,,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits,
21B21A4644,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,20,E,3,
21B21A4644,R2031464,NETWORK PROGRAMMING LAB,12,A,1.5,
21B21A4644,R2031465,SOFTWARE ENGINEERING LAB,13,A,1.5,
21B21A4644,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4644,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4644,R203146C,COMPILER DESIGN,21,F,0,
21B21A4644,R203147C,WEB TECHNOLOGIES,19,F,0,
21B21A4645,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4645,R2031461,COMPUTER NETWORKS,19,D,3,
21B21A4645,R2031462,SOFTWARE ENGINEERING,21,E,3,
21B21A4645,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,20,D,3,
21B21A4645,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4645,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4645,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4645,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4645,R203146C,COMPILER DESIGN,19,F,0,
21B21A4645,R203147C,WEB TECHNOLOGIES,22,E,3,
21B21A4646,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4646,R2031461,COMPUTER NETWORKS,17,D,3,
21B21A4646,R2031462,SOFTWARE ENGINEERING,18,E,3,
21B21A4646,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,19,D,3,
21B21A4646,R2031464,NETWORK PROGRAMMING LAB,11,B,1.5,
21B21A4646,R2031465,SOFTWARE ENGINEERING LAB,10,ABSENT,0,
21B21A4646,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,C,2,
21B21A4646,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,C,1.5,
21B21A4646,R203146C,COMPILER DESIGN,16,E,3,
21B21A4646,R203147C,WEB TECHNOLOGIES,17,F,0,
21B21A4647,R2031027,ENVIRONMENTAL SCIENCE,27,COMPLE,0,
21B21A4647,R2031461,COMPUTER NETWORKS,26,C,3,
21B21A4647,R2031462,SOFTWARE ENGINEERING,24,C,3,
21B21A4647,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,23,B,3,
21B21A4647,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4647,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4647,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4647,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4647,R203146C,COMPILER DESIGN,24,D,3,
21B21A4647,R203147C,WEB TECHNOLOGIES,22,C,3,
21B21A4648,R2031027,ENVIRONMENTAL SCIENCE,27,COMPLE,0,
21B21A4648,R2031461,COMPUTER NETWORKS,19,E,3,
21B21A4648,R2031462,SOFTWARE ENGINEERING,20,E,3,
21B21A4648,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,21,E,3,
21B21A4648,R2031464,NETWORK PROGRAMMING LAB,14,A,1.5,
21B21A4648,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4648,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4648,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4648,R203146C,COMPILER DESIGN,21,F,0,
21B21A4648,R203147C,WEB TECHNOLOGIES,21,F,0,
21B21A4650,R2031027,ENVIRONMENTAL SCIENCE,25,COMPLE,0,
21B21A4650,R2031461,COMPUTER NETWORKS,18,C,3,
21B21A4650,R2031462,SOFTWARE ENGINEERING,20,D,3,
21B21A4650,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,17,C,3,
21B21A4650,R2031464,NETWORK PROGRAMMING LAB,10,B,1.5,
21B21A4650,R2031465,SOFTWARE ENGINEERING LAB,12,ABSENT,0,
21B21A4650,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,ABSENT,0,
21B21A4650,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4650,R203146C,COMPILER DESIGN,20,F,0,
21B21A4650,R203147C,WEB TECHNOLOGIES,20,D,3,
21B21A4651,R2031027,ENVIRONMENTAL SCIENCE,25,COMPLE,0,
21B21A4651,R2031461,COMPUTER NETWORKS,15,F,0,
21B21A4651,R2031462,SOFTWARE ENGINEERING,21,F,0,
21B21A4651,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,18,E,3,
21B21A4651,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4651,R2031465,SOFTWARE ENGINEERING LAB,12,A,1.5,
21B21A4651,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4651,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4651,R203146C,COMPILER DESIGN,21,F,0,
21B21A4651,R203147C,WEB TECHNOLOGIES,18,F,0,
21B21A4652,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4652,R2031461,COMPUTER NETWORKS,26,A,3,
21B21A4652,R2031462,SOFTWARE ENGINEERING,25,D,3,
21B21A4652,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,23,B,3,
21B21A4652,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4652,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4652,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4652,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4652,R203146C,COMPILER DESIGN,25,D,3,
21B21A4652,R203147C,WEB TECHNOLOGIES,24,B,3,
21B21A4653,R2031027,ENVIRONMENTAL SCIENCE,24,COMPLE,0,
21B21A4653,R2031461,COMPUTER NETWORKS,16,F,0,
21B21A4653,R2031462,SOFTWARE ENGINEERING,20,F,0,
21B21A4653,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,17,F,0,
21B21A4653,R2031464,NETWORK PROGRAMMING LAB,12,A,1.5,
21B21A4653,R2031465,SOFTWARE ENGINEERING LAB,13,A,1.5,
21B21A4653,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4653,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4653,R203146C,COMPILER DESIGN,22,F,0,
21B21A4653,R203147C,WEB TECHNOLOGIES,21,F,0,
21B21A4654,R2031027,ENVIRONMENTAL SCIENCE,25,COMPLE,0,
21B21A4654,R2031461,COMPUTER NETWORKS,17,D,3,
21B21A4654,R2031462,SOFTWARE ENGINEERING,21,D,3,
21B21A4654,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,21,D,3,
21B21A4654,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4654,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4654,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4654,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4654,R203146C,COMPILER DESIGN,19,F,0,
21B21A4654,R203147C,WEB TECHNOLOGIES,20,E,3,
21B21A4655,R2031027,ENVIRONMENTAL SCIENCE,24,COMPLE,0,
21B21A4655,R2031461,COMPUTER NETWORKS,20,F,0,
21B21A4655,R2031462,SOFTWARE ENGINEERING,18,F,0,
21B21A4655,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,18,F,0,
21B21A4655,R2031464,NETWORK PROGRAMMING LAB,11,B,1.5,
21B21A4655,R2031465,SOFTWARE ENGINEERING LAB,10,C,1.5,
21B21A4655,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,D,2,
21B21A4655,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,D,1.5,
21B21A4655,R203146C,COMPILER DESIGN,18,F,0,
21B21A4655,R203147C,WEB TECHNOLOGIES,18,F,0,
21B21A4656,R2031027,ENVIRONMENTAL SCIENCE,30,COMPLE,0,
21B21A4656,R2031461,COMPUTER NETWORKS,24,D,3,
21B21A4656,R2031462,SOFTWARE ENGINEERING,23,D,3,
21B21A4656,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,24,C,3,
21B21A4656,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4656,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4656,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4656,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4656,R203146C,COMPILER DESIGN,22,F,0,
21B21A4656,R203147C,WEB TECHNOLOGIES,24,C,3,
21B21A4657,R2031027,ENVIRONMENTAL SCIENCE,30,COMPLE,0,
21B21A4657,R2031461,COMPUTER NETWORKS,22,F,0,
21B21A4657,R2031462,SOFTWARE ENGINEERING,24,D,3,
21B21A4657,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,25,A,3,
21B21A4657,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4657,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4657,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4657,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4657,R203146C,COMPILER DESIGN,23,F,0,
21B21A4657,R203147C,WEB TECHNOLOGIES,23,D,3,
21B21A4658,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4658,R2031461,COMPUTER NETWORKS,19,E,3,
21B21A4658,R2031462,SOFTWARE ENGINEERING,23,D,3,
21B21A4658,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,16,D,3,
21B21A4658,R2031464,NETWORK PROGRAMMING LAB,10,B,1.5,
21B21A4658,R2031465,SOFTWARE ENGINEERING LAB,10,B,1.5,
21B21A4658,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,C,2,
21B21A4658,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,C,1.5,
21B21A4658,R203146C,COMPILER DESIGN,22,F,0,
21B21A4658,R203147C,WEB TECHNOLOGIES,15,D,3,
21B21A4659,R2031027,ENVIRONMENTAL SCIENCE,25,COMPLE,0,
21B21A4659,R2031461,COMPUTER NETWORKS,14,F,0,
21B21A4659,R2031462,SOFTWARE ENGINEERING,15,F,0,
21B21A4659,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,14,E,3,
21B21A4659,R2031464,NETWORK PROGRAMMING LAB,10,ABSENT,0,
21B21A4659,R2031465,SOFTWARE ENGINEERING LAB,10,ABSENT,0,
21B21A4659,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,ABSENT,0,
21B21A4659,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,E,1.5,
21B21A4659,R203146C,COMPILER DESIGN,15,F,0,
21B21A4659,R203147C,WEB TECHNOLOGIES,15,F,0,
21B21A4660,R2031027,ENVIRONMENTAL SCIENCE,24,COMPLE,0,
21B21A4660,R2031461,COMPUTER NETWORKS,17,F,0,
21B21A4660,R2031462,SOFTWARE ENGINEERING,20,F,0,
21B21A4660,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,19,F,0,
21B21A4660,R2031464,NETWORK PROGRAMMING LAB,12,B,1.5,
21B21A4660,R2031465,SOFTWARE ENGINEERING LAB,12,B,1.5,
21B21A4660,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,C,2,
21B21A4660,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,C,1.5,
21B21A4660,R203146C,COMPILER DESIGN,18,F,0,
21B21A4660,R203147C,WEB TECHNOLOGIES,18,F,0,
21B21A4661,R2031027,ENVIRONMENTAL SCIENCE,29,COMPLE,0,
21B21A4661,R2031461,COMPUTER NETWORKS,24,D,3,
21B21A4661,R2031462,SOFTWARE ENGINEERING,23,D,3,
21B21A4661,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,24,B,3,
21B21A4661,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4661,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4661,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4661,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4661,R203146C,COMPILER DESIGN,23,F,0,
21B21A4661,R203147C,WEB TECHNOLOGIES,24,B,3,
21B21A4662,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4662,R2031461,COMPUTER NETWORKS,20,C,3,
21B21A4662,R2031462,SOFTWARE ENGINEERING,21,E,3,
21B21A4662,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,20,C,3,
21B21A4662,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4662,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4662,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4662,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4662,R203146C,COMPILER DESIGN,20,F,0,
21B21A4662,R203147C,WEB TECHNOLOGIES,21,D,3,
21B21A4664,R2031027,ENVIRONMENTAL SCIENCE,27,COMPLE,0,
21B21A4664,R2031461,COMPUTER NETWORKS,21,B,3,
21B21A4664,R2031462,SOFTWARE ENGINEERING,22,C,3,
21B21A4664,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,23,B,3,
21B21A4664,R2031464,NETWORK PROGRAMMING LAB,14,A+,1.5,
21B21A4664,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4664,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4664,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4664,R203146C,COMPILER DESIGN,23,C,3,
21B21A4664,R203147C,WEB TECHNOLOGIES,22,B,3,
21B21A4665,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4665,R2031461,COMPUTER NETWORKS,16,E,3,
21B21A4665,R2031462,SOFTWARE ENGINEERING,21,D,3,
21B21A4665,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,21,D,3,
21B21A4665,R2031464,NETWORK PROGRAMMING LAB,12,A,1.5,
21B21A4665,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4665,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4665,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4665,R203146C,COMPILER DESIGN,19,F,0,
21B21A4665,R203147C,WEB TECHNOLOGIES,19,E,3,
21B21A4666,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4666,R2031461,COMPUTER NETWORKS,21,D,3,
21B21A4666,R2031462,SOFTWARE ENGINEERING,21,D,3,
21B21A4666,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,24,C,3,
21B21A4666,R2031464,NETWORK PROGRAMMING LAB,12,A,1.5,
21B21A4666,R2031465,SOFTWARE ENGINEERING LAB,13,A,1.5,
21B21A4666,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4666,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4666,R203146C,COMPILER DESIGN,23,F,0,
21B21A4666,R203147C,WEB TECHNOLOGIES,24,C,3,
21B21A4667,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4667,R2031461,COMPUTER NETWORKS,20,E,3,
21B21A4667,R2031462,SOFTWARE ENGINEERING,22,D,3,
21B21A4667,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,20,B,3,
21B21A4667,R2031464,NETWORK PROGRAMMING LAB,14,A,1.5,
21B21A4667,R2031465,SOFTWARE ENGINEERING LAB,13,A,1.5,
21B21A4667,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4667,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4667,R203146C,COMPILER DESIGN,19,F,0,
21B21A4667,R203147C,WEB TECHNOLOGIES,21,D,3,
21B21A4668,R2031027,ENVIRONMENTAL SCIENCE,27,COMPLE,0,
21B21A4668,R2031461,COMPUTER NETWORKS,19,C,3,
21B21A4668,R2031462,SOFTWARE ENGINEERING,20,D,3,
21B21A4668,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,17,D,3,
21B21A4668,R2031464,NETWORK PROGRAMMING LAB,12,A,1.5,
21B21A4668,R2031465,SOFTWARE ENGINEERING LAB,11,A,1.5,
21B21A4668,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4668,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4668,R203146C,COMPILER DESIGN,20,F,0,
21B21A4668,R203147C,WEB TECHNOLOGIES,18,E,3,
21B21A4669,R2031027,ENVIRONMENTAL SCIENCE,25,COMPLE,0,
21B21A4669,R2031461,COMPUTER NETWORKS,16,E,3,
21B21A4669,R2031462,SOFTWARE ENGINEERING,21,E,3,
21B21A4669,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,21,D,3,
21B21A4669,R2031464,NETWORK PROGRAMMING LAB,12,A,1.5,
21B21A4669,R2031465,SOFTWARE ENGINEERING LAB,13,A,1.5,
21B21A4669,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4669,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4669,R203146C,COMPILER DESIGN,18,F,0,
21B21A4669,R203147C,WEB TECHNOLOGIES,21,F,0,
21B21A4670,R2031027,ENVIRONMENTAL SCIENCE,25,COMPLE,0,
21B21A4670,R2031461,COMPUTER NETWORKS,20,E,3,
21B21A4670,R2031462,SOFTWARE ENGINEERING,21,F,0,
21B21A4670,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,21,D,3,
21B21A4670,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4670,R2031465,SOFTWARE ENGINEERING LAB,13,A,1.5,
21B21A4670,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4670,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4670,R203146C,COMPILER DESIGN,21,F,0,
21B21A4670,R203147C,WEB TECHNOLOGIES,22,D,3,
21B21A4671,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4671,R2031461,COMPUTER NETWORKS,17,F,0,
21B21A4671,R2031462,SOFTWARE ENGINEERING,22,F,0,
21B21A4671,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,18,F,0,
21B21A4671,R2031464,NETWORK PROGRAMMING LAB,12,A,1.5,
21B21A4671,R2031465,SOFTWARE ENGINEERING LAB,13,A,1.5,
21B21A4671,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4671,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4671,R203146C,COMPILER DESIGN,21,F,0,
21B21A4671,R203147C,WEB TECHNOLOGIES,22,F,0,
21B21A4672,R2031027,ENVIRONMENTAL SCIENCE,27,COMPLE,0,
21B21A4672,R2031461,COMPUTER NETWORKS,20,F,0,
21B21A4672,R2031462,SOFTWARE ENGINEERING,19,E,3,
21B21A4672,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,21,C,3,
21B21A4672,R2031464,NETWORK PROGRAMMING LAB,15,A,1.5,
21B21A4672,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4672,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4672,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4672,R203146C,COMPILER DESIGN,20,F,0,
21B21A4672,R203147C,WEB TECHNOLOGIES,17,F,0,
21B21A4673,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4673,R2031461,COMPUTER NETWORKS,23,E,3,
21B21A4673,R2031462,SOFTWARE ENGINEERING,24,D,3,
21B21A4673,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,23,C,3,
21B21A4673,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4673,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4673,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4673,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4673,R203146C,COMPILER DESIGN,23,E,3,
21B21A4673,R203147C,WEB TECHNOLOGIES,23,D,3,
21B21A4674,R2031027,ENVIRONMENTAL SCIENCE,29,COMPLE,0,
21B21A4674,R2031461,COMPUTER NETWORKS,27,C,3,
21B21A4674,R2031462,SOFTWARE ENGINEERING,25,C,3,
21B21A4674,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,24,C,3,
21B21A4674,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4674,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4674,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4674,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4674,R203146C,COMPILER DESIGN,25,F,0,
21B21A4674,R203147C,WEB TECHNOLOGIES,23,D,3,
21B21A4675,R2031027,ENVIRONMENTAL SCIENCE,29,COMPLE,0,
21B21A4675,R2031461,COMPUTER NETWORKS,26,D,3,
21B21A4675,R2031462,SOFTWARE ENGINEERING,23,D,3,
21B21A4675,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,23,C,3,
21B21A4675,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4675,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4675,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4675,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4675,R203146C,COMPILER DESIGN,25,D,3,
21B21A4675,R203147C,WEB TECHNOLOGIES,24,C,3,
21B21A4677,R2031027,ENVIRONMENTAL SCIENCE,24,COMPLE,0,
21B21A4677,R2031461,COMPUTER NETWORKS,20,E,3,
21B21A4677,R2031462,SOFTWARE ENGINEERING,21,D,3,
21B21A4677,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,19,D,3,
21B21A4677,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4677,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4677,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4677,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4677,R203146C,COMPILER DESIGN,20,F,0,
21B21A4677,R203147C,WEB TECHNOLOGIES,18,D,3,
21B21A4678,R2031027,ENVIRONMENTAL SCIENCE,29,COMPLE,0,
21B21A4678,R2031461,COMPUTER NETWORKS,19,D,3,
21B21A4678,R2031462,SOFTWARE ENGINEERING,20,C,3,
21B21A4678,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,22,B,3,
21B21A4678,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4678,R2031465,SOFTWARE ENGINEERING LAB,12,A,1.5,
21B21A4678,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4678,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4678,R203146C,COMPILER DESIGN,19,E,3,
21B21A4678,R203147C,WEB TECHNOLOGIES,20,C,3,
21B21A4679,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4679,R2031461,COMPUTER NETWORKS,18,F,0,
21B21A4679,R2031462,SOFTWARE ENGINEERING,25,F,0,
21B21A4679,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,20,B,3,
21B21A4679,R2031464,NETWORK PROGRAMMING LAB,11,B,1.5,
21B21A4679,R2031465,SOFTWARE ENGINEERING LAB,13,A,1.5,
21B21A4679,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4679,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4679,R203146C,COMPILER DESIGN,23,F,0,
21B21A4679,R203147C,WEB TECHNOLOGIES,20,F,0,
21B21A4680,R2031027,ENVIRONMENTAL SCIENCE,27,COMPLE,0,
21B21A4680,R2031461,COMPUTER NETWORKS,16,F,0,
21B21A4680,R2031462,SOFTWARE ENGINEERING,19,F,0,
21B21A4680,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,17,D,3,
21B21A4680,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4680,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4680,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4680,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4680,R203146C,COMPILER DESIGN,19,F,0,
21B21A4680,R203147C,WEB TECHNOLOGIES,19,F,0,
21B21A4681,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4681,R2031461,COMPUTER NETWORKS,17,E,3,
21B21A4681,R2031462,SOFTWARE ENGINEERING,18,F,0,
21B21A4681,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,15,E,3,
21B21A4681,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4681,R2031465,SOFTWARE ENGINEERING LAB,11,B,1.5,
21B21A4681,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,C,2,
21B21A4681,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,C,1.5,
21B21A4681,R203146C,COMPILER DESIGN,18,F,0,
21B21A4681,R203147C,WEB TECHNOLOGIES,18,F,0,
21B21A4682,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4682,R2031461,COMPUTER NETWORKS,17,F,0,
21B21A4682,R2031462,SOFTWARE ENGINEERING,20,ABSENT,0,
21B21A4682,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,16,E,3,
21B21A4682,R2031464,NETWORK PROGRAMMING LAB,12,A,1.5,
21B21A4682,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4682,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4682,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4682,R203146C,COMPILER DESIGN,18,F,0,
21B21A4682,R203147C,WEB TECHNOLOGIES,17,E,3,
21B21A4683,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4683,R2031461,COMPUTER NETWORKS,17,D,3,
