,,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits,
21B21A4601,R2031465,SOFTWARE ENGINEERING LAB,15,A,1.5,
21B21A4601,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,C,2,
21B21A4601,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4601,R203146C,COMPILER DESIGN,18,D,3,
21B21A4601,R203147C,WEB TECHNOLOGIES,17,F,0,
21B21A4602,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4602,R2031461,COMPUTER NETWORKS,16,B,3,
21B21A4602,R2031462,SOFTWARE ENGINEERING,20,D,3,
21B21A4602,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,18,D,3,
21B21A4602,R2031464,NETWORK PROGRAMMING LAB,14,A,1.5,
21B21A4602,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4602,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4602,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4602,R203146C,COMPILER DESIGN,19,F,0,
21B21A4602,R203147C,WEB TECHNOLOGIES,17,E,3,
21B21A4605,R2031027,ENVIRONMENTAL SCIENCE,27,COMPLE,0,
21B21A4605,R2031461,COMPUTER NETWORKS,19,C,3,
21B21A4605,R2031462,SOFTWARE ENGINEERING,19,D,3,
21B21A4605,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,18,C,3,
21B21A4605,R2031464,NETWORK PROGRAMMING LAB,10,B,1.5,
21B21A4605,R2031465,SOFTWARE ENGINEERING LAB,11,ABSENT,0,
21B21A4605,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,ABSENT,0,
21B21A4605,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4605,R203146C,COMPILER DESIGN,19,E,3,
21B21A4605,R203147C,WEB TECHNOLOGIES,17,E,3,
21B21A4606,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4606,R2031461,COMPUTER NETWORKS,19,C,3,
21B21A4606,R2031462,SOFTWARE ENGINEERING,19,D,3,
21B21A4606,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,18,C,3,
21B21A4606,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4606,R2031465,SOFTWARE ENGINEERING LAB,13,A,1.5,
21B21A4606,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4606,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4606,R203146C,COMPILER DESIGN,19,D,3,
21B21A4606,R203147C,WEB TECHNOLOGIES,18,D,3,
21B21A4607,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4607,R2031461,COMPUTER NETWORKS,19,C,3,
21B21A4607,R2031462,SOFTWARE ENGINEERING,18,D,3,
21B21A4607,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,20,B,3,
21B21A4607,R2031464,NETWORK PROGRAMMING LAB,12,A,1.5,
21B21A4607,R2031465,SOFTWARE ENGINEERING LAB,12,A,1.5,
21B21A4607,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4607,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4607,R203146C,COMPILER DESIGN,18,C,3,
21B21A4607,R203147C,WEB TECHNOLOGIES,18,D,3,
21B21A4608,R2031027,ENVIRONMENTAL SCIENCE,29,COMPLE,0,
21B21A4608,R2031461,COMPUTER NETWORKS,25,D,3,
21B21A4608,R2031462,SOFTWARE ENGINEERING,25,C,3,
21B21A4608,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,24,C,3,
21B21A4608,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4608,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4608,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4608,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4608,R203146C,COMPILER DESIGN,24,D,3,
21B21A4608,R203147C,WEB TECHNOLOGIES,23,D,3,
21B21A4609,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4609,R2031461,COMPUTER NETWORKS,18,D,3,
21B21A4609,R2031462,SOFTWARE ENGINEERING,20,E,3,
21B21A4609,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,18,D,3,
21B21A4609,R2031464,NETWORK PROGRAMMING LAB,10,ABSENT,0,
21B21A4609,R2031465,SOFTWARE ENGINEERING LAB,11,B,1.5,
21B21A4609,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,ABSENT,0,
21B21A4609,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4609,R203146C,COMPILER DESIGN,17,E,3,
21B21A4609,R203147C,WEB TECHNOLOGIES,18,D,3,
21B21A4610,R2031027,ENVIRONMENTAL SCIENCE,27,COMPLE,0,
21B21A4610,R2031461,COMPUTER NETWORKS,23,B,3,
21B21A4610,R2031462,SOFTWARE ENGINEERING,22,B,3,
21B21A4610,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,21,A,3,
21B21A4610,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4610,R2031465,SOFTWARE ENGINEERING LAB,14,A+,1.5,
21B21A4610,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4610,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4610,R203146C,COMPILER DESIGN,23,B,3,
21B21A4610,R203147C,WEB TECHNOLOGIES,23,A,3,
21B21A4612,R2031027,ENVIRONMENTAL SCIENCE,29,COMPLE,0,
21B21A4612,R2031461,COMPUTER NETWORKS,23,B,3,
21B21A4612,R2031462,SOFTWARE ENGINEERING,24,C,3,
21B21A4612,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,22,B,3,
21B21A4612,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4612,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4612,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4612,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4612,R203146C,COMPILER DESIGN,26,D,3,
21B21A4612,R203147C,WEB TECHNOLOGIES,22,C,3,
21B21A4613,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4613,R2031461,COMPUTER NETWORKS,17,E,3,
21B21A4613,R2031462,SOFTWARE ENGINEERING,22,F,0,
21B21A4613,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,17,F,0,
21B21A4613,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4613,R2031465,SOFTWARE ENGINEERING LAB,12,A,1.5,
21B21A4613,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4613,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4613,R203146C,COMPILER DESIGN,20,F,0,
21B21A4613,R203147C,WEB TECHNOLOGIES,21,F,0,
21B21A4614,R2031027,ENVIRONMENTAL SCIENCE,29,COMPLE,0,
21B21A4614,R2031461,COMPUTER NETWORKS,27,B,3,
21B21A4614,R2031462,SOFTWARE ENGINEERING,25,C,3,
21B21A4614,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,24,B,3,
21B21A4614,R2031464,NETWORK PROGRAMMING LAB,14,A+,1.5,
21B21A4614,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4614,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4614,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4614,R203146C,COMPILER DESIGN,22,D,3,
21B21A4614,R203147C,WEB TECHNOLOGIES,24,D,3,
21B21A4615,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4615,R2031461,COMPUTER NETWORKS,22,D,3,
21B21A4615,R2031462,SOFTWARE ENGINEERING,23,E,3,
21B21A4615,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,25,D,3,
21B21A4615,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4615,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4615,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4615,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4615,R203146C,COMPILER DESIGN,24,D,3,
21B21A4615,R203147C,WEB TECHNOLOGIES,22,F,0,
21B21A4616,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4616,R2031461,COMPUTER NETWORKS,21,B,3,
21B21A4616,R2031462,SOFTWARE ENGINEERING,23,D,3,
21B21A4616,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,21,C,3,
21B21A4616,R2031464,NETWORK PROGRAMMING LAB,14,A+,1.5,
21B21A4616,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4616,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4616,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4616,R203146C,COMPILER DESIGN,21,D,3,
21B21A4616,R203147C,WEB TECHNOLOGIES,23,B,3,
21B21A4617,R2031027,ENVIRONMENTAL SCIENCE,28,COMPLE,0,
21B21A4617,R2031461,COMPUTER NETWORKS,22,B,3,
21B21A4617,R2031462,SOFTWARE ENGINEERING,20,E,3,
21B21A4617,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,22,B,3,
21B21A4617,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4617,R2031465,SOFTWARE ENGINEERING LAB,14,A+,1.5,
21B21A4617,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4617,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4617,R203146C,COMPILER DESIGN,22,C,3,
21B21A4617,R203147C,WEB TECHNOLOGIES,18,D,3,
21B21A4618,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4618,R2031461,COMPUTER NETWORKS,26,A,3,
21B21A4618,R2031462,SOFTWARE ENGINEERING,23,D,3,
21B21A4618,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,22,D,3,
21B21A4618,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4618,R2031465,SOFTWARE ENGINEERING LAB,14,A+,1.5,
21B21A4618,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4618,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4618,R203146C,COMPILER DESIGN,22,D,3,
21B21A4618,R203147C,WEB TECHNOLOGIES,22,D,3,
21B21A4620,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4620,R2031461,COMPUTER NETWORKS,22,C,3,
21B21A4620,R2031462,SOFTWARE ENGINEERING,22,D,3,
21B21A4620,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,25,C,3,
21B21A4620,R2031464,NETWORK PROGRAMMING LAB,15,A+,1.5,
21B21A4620,R2031465,SOFTWARE ENGINEERING LAB,14,A+,1.5,
21B21A4620,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4620,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4620,R203146C,COMPILER DESIGN,23,D,3,
21B21A4620,R203147C,WEB TECHNOLOGIES,22,C,3,
21B21A4621,R2031027,ENVIRONMENTAL SCIENCE,27,COMPLE,0,
21B21A4621,R2031461,COMPUTER NETWORKS,20,C,3,
21B21A4621,R2031462,SOFTWARE ENGINEERING,21,D,3,
21B21A4621,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,18,C,3,
21B21A4621,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4621,R2031465,SOFTWARE ENGINEERING LAB,14,A+,1.5,
21B21A4621,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4621,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4621,R203146C,COMPILER DESIGN,21,D,3,
21B21A4621,R203147C,WEB TECHNOLOGIES,21,D,3,
21B21A4622,R2031027,ENVIRONMENTAL SCIENCE,27,COMPLE,0,
21B21A4622,R2031461,COMPUTER NETWORKS,24,C,3,
21B21A4622,R2031462,SOFTWARE ENGINEERING,22,D,3,
21B21A4622,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,20,E,3,
21B21A4622,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4622,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4622,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4622,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4622,R203146C,COMPILER DESIGN,21,D,3,
21B21A4622,R203147C,WEB TECHNOLOGIES,20,E,3,
21B21A4623,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4623,R2031461,COMPUTER NETWORKS,20,D,3,
21B21A4623,R2031462,SOFTWARE ENGINEERING,21,E,3,
21B21A4623,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,18,C,3,
21B21A4623,R2031464,NETWORK PROGRAMMING LAB,12,A,1.5,
21B21A4623,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4623,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4623,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4623,R203146C,COMPILER DESIGN,22,D,3,
21B21A4623,R203147C,WEB TECHNOLOGIES,20,D,3,
21B21A4624,R2031027,ENVIRONMENTAL SCIENCE,25,COMPLE,0,
21B21A4624,R2031461,COMPUTER NETWORKS,22,B,3,
21B21A4624,R2031462,SOFTWARE ENGINEERING,22,C,3,
21B21A4624,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,22,B,3,
21B21A4624,R2031464,NETWORK PROGRAMMING LAB,14,A,1.5,
21B21A4624,R2031465,SOFTWARE ENGINEERING LAB,15,A+,1.5,
21B21A4624,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4624,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4624,R203146C,COMPILER DESIGN,23,B,3,
21B21A4624,R203147C,WEB TECHNOLOGIES,23,B,3,
21B21A4625,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4625,R2031461,COMPUTER NETWORKS,18,C,3,
21B21A4625,R2031462,SOFTWARE ENGINEERING,18,F,0,
21B21A4625,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,17,D,3,
21B21A4625,R2031464,NETWORK PROGRAMMING LAB,11,B,1.5,
21B21A4625,R2031465,SOFTWARE ENGINEERING LAB,11,B,1.5,
21B21A4625,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,D,2,
21B21A4625,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,D,1.5,
21B21A4625,R203146C,COMPILER DESIGN,17,E,3,
21B21A4625,R203147C,WEB TECHNOLOGIES,15,E,3,
21B21A4626,R2031027,ENVIRONMENTAL SCIENCE,25,COMPLE,0,
21B21A4626,R2031461,COMPUTER NETWORKS,17,F,0,
21B21A4626,R2031462,SOFTWARE ENGINEERING,16,E,3,
21B21A4626,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,17,E,3,
21B21A4626,R2031464,NETWORK PROGRAMMING LAB,10,ABSENT,0,
21B21A4626,R2031465,SOFTWARE ENGINEERING LAB,10,ABSENT,0,
21B21A4626,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,ABSENT,0,
21B21A4626,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,E,1.5,
21B21A4626,R203146C,COMPILER DESIGN,17,F,0,
21B21A4626,R203147C,WEB TECHNOLOGIES,18,F,0,
21B21A4627,R2031027,ENVIRONMENTAL SCIENCE,24,COMPLE,0,
21B21A4627,R2031461,COMPUTER NETWORKS,14,D,3,
21B21A4627,R2031462,SOFTWARE ENGINEERING,14,D,3,
21B21A4627,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,14,D,3,
21B21A4627,R2031464,NETWORK PROGRAMMING LAB,12,B,1.5,
21B21A4627,R2031465,SOFTWARE ENGINEERING LAB,13,ABSENT,0,
21B21A4627,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,ABSENT,0,
21B21A4627,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,C,1.5,
21B21A4627,R203146C,COMPILER DESIGN,14,E,3,
21B21A4627,R203147C,WEB TECHNOLOGIES,15,E,3,
21B21A4628,R2031027,ENVIRONMENTAL SCIENCE,26,COMPLE,0,
21B21A4628,R2031461,COMPUTER NETWORKS,18,D,3,
21B21A4628,R2031462,SOFTWARE ENGINEERING,21,D,3,
21B21A4628,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,22,E,3,
21B21A4628,R2031464,NETWORK PROGRAMMING LAB,11,A,1.5,
21B21A4628,R2031465,SOFTWARE ENGINEERING LAB,14,A+,1.5,
21B21A4628,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4628,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4628,R203146C,COMPILER DESIGN,19,E,3,
21B21A4628,R203147C,WEB TECHNOLOGIES,20,E,3,
21B21A4629,R2031027,ENVIRONMENTAL SCIENCE,25,COMPLE,0,
21B21A4629,R2031461,COMPUTER NETWORKS,16,C,3,
21B21A4629,R2031462,SOFTWARE ENGINEERING,19,E,3,
21B21A4629,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,18,D,3,
21B21A4629,R2031464,NETWORK PROGRAMMING LAB,10,A,1.5,
21B21A4629,R2031465,SOFTWARE ENGINEERING LAB,11,A,1.5,
21B21A4629,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4629,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4629,R203146C,COMPILER DESIGN,20,D,3,
21B21A4629,R203147C,WEB TECHNOLOGIES,18,E,3,
21B21A4630,R2031027,ENVIRONMENTAL SCIENCE,27,COMPLE,0,
21B21A4630,R2031461,COMPUTER NETWORKS,19,C,3,
21B21A4630,R2031462,SOFTWARE ENGINEERING,21,D,3,
21B21A4630,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,22,C,3,
21B21A4630,R2031464,NETWORK PROGRAMMING LAB,14,A,1.5,
21B21A4630,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4630,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A+,2,
21B21A4630,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4630,R203146C,COMPILER DESIGN,23,D,3,
21B21A4630,R203147C,WEB TECHNOLOGIES,21,D,3,
21B21A4631,R2031027,ENVIRONMENTAL SCIENCE,24,COMPLE,0,
21B21A4631,R2031461,COMPUTER NETWORKS,19,C,3,
21B21A4631,R2031462,SOFTWARE ENGINEERING,22,F,0,
21B21A4631,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,18,D,3,
21B21A4631,R2031464,NETWORK PROGRAMMING LAB,13,A,1.5,
21B21A4631,R2031465,SOFTWARE ENGINEERING LAB,13,A,1.5,
21B21A4631,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4631,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4631,R203146C,COMPILER DESIGN,21,E,3,
21B21A4631,R203147C,WEB TECHNOLOGIES,21,E,3,
21B21A4632,R2031027,ENVIRONMENTAL SCIENCE,24,COMPLE,0,
21B21A4632,R2031461,COMPUTER NETWORKS,16,E,3,
21B21A4632,R2031462,SOFTWARE ENGINEERING,20,E,3,
21B21A4632,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,17,D,3,
21B21A4632,R2031464,NETWORK PROGRAMMING LAB,12,A,1.5,
21B21A4632,R2031465,SOFTWARE ENGINEERING LAB,11,B,1.5,
21B21A4632,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,B,2,
21B21A4632,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4632,R203146C,COMPILER DESIGN,18,F,0,
21B21A4632,R203147C,WEB TECHNOLOGIES,18,F,0,
21B21A4633,R2031027,ENVIRONMENTAL SCIENCE,24,COMPLE,0,
21B21A4633,R2031461,COMPUTER NETWORKS,15,F,0,
21B21A4633,R2031462,SOFTWARE ENGINEERING,14,F,0,
21B21A4633,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,15,E,3,
21B21A4633,R2031464,NETWORK PROGRAMMING LAB,10,ABSENT,0,
21B21A4633,R2031465,SOFTWARE ENGINEERING LAB,10,C,1.5,
21B21A4633,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,ABSENT,0,
21B21A4633,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,E,1.5,
21B21A4633,R203146C,COMPILER DESIGN,14,F,0,
21B21A4633,R203147C,WEB TECHNOLOGIES,15,F,0,
21B21A4634,R2031027,ENVIRONMENTAL SCIENCE,24,COMPLE,0,
21B21A4634,R2031461,COMPUTER NETWORKS,15,D,3,
21B21A4634,R2031462,SOFTWARE ENGINEERING,12,E,3,
21B21A4634,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,12,F,0,
21B21A4634,R2031464,NETWORK PROGRAMMING LAB,10,ABSENT,0,
21B21A4634,R2031465,SOFTWARE ENGINEERING LAB,10,ABSENT,0,
21B21A4634,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,ABSENT,0,
21B21A4634,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,E,1.5,
21B21A4634,R203146C,COMPILER DESIGN,15,F,0,
21B21A4634,R203147C,WEB TECHNOLOGIES,15,F,0,
21B21A4635,R2031027,ENVIRONMENTAL SCIENCE,27,COMPLE,0,
21B21A4635,R2031461,COMPUTER NETWORKS,22,B,3,
21B21A4635,R2031462,SOFTWARE ENGINEERING,23,C,3,
21B21A4635,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,21,B,3,
21B21A4635,R2031464,NETWORK PROGRAMMING LAB,14,A,1.5,
21B21A4635,R2031465,SOFTWARE ENGINEERING LAB,13,A,1.5,
21B21A4635,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,A,2,
21B21A4635,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4635,R203146C,COMPILER DESIGN,20,D,3,
21B21A4635,R203147C,WEB TECHNOLOGIES,23,D,3,
21B21A4639,R2031027,ENVIRONMENTAL SCIENCE,24,COMPLE,0,
21B21A4639,R2031461,COMPUTER NETWORKS,16,D,3,
21B21A4639,R2031462,SOFTWARE ENGINEERING,20,D,3,
21B21A4639,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,16,E,3,
21B21A4639,R2031464,NETWORK PROGRAMMING LAB,10,C,1.5,
21B21A4639,R2031465,SOFTWARE ENGINEERING LAB,11,C,1.5,
21B21A4639,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,E,2,
21B21A4639,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,E,1.5,
21B21A4639,R203146C,COMPILER DESIGN,17,F,0,
21B21A4639,R203147C,WEB TECHNOLOGIES,16,F,0,
21B21A4640,R2031027,ENVIRONMENTAL SCIENCE,24,COMPLE,0,
21B21A4640,R2031461,COMPUTER NETWORKS,19,C,3,
21B21A4640,R2031462,SOFTWARE ENGINEERING,19,E,3,
21B21A4640,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,19,C,3,
21B21A4640,R2031464,NETWORK PROGRAMMING LAB,12,B,1.5,
21B21A4640,R2031465,SOFTWARE ENGINEERING LAB,14,A,1.5,
21B21A4640,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,D,2,
21B21A4640,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,D,1.5,
21B21A4640,R203146C,COMPILER DESIGN,19,F,0,
21B21A4640,R203147C,WEB TECHNOLOGIES,18,E,3,
21B21A4641,R2031027,ENVIRONMENTAL SCIENCE,24,COMPLE,0,
21B21A4641,R2031461,COMPUTER NETWORKS,16,E,3,
21B21A4641,R2031462,SOFTWARE ENGINEERING,18,F,0,
21B21A4641,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,16,D,3,
21B21A4641,R2031464,NETWORK PROGRAMMING LAB,11,ABSENT,0,
21B21A4641,R2031465,SOFTWARE ENGINEERING LAB,12,ABSENT,0,
21B21A4641,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,ABSENT,0,
21B21A4641,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,C,1.5,
21B21A4641,R203146C,COMPILER DESIGN,18,F,0,
21B21A4641,R203147C,WEB TECHNOLOGIES,19,F,0,
21B21A4642,R2031027,ENVIRONMENTAL SCIENCE,25,COMPLE,0,
21B21A4642,R2031461,COMPUTER NETWORKS,17,F,0,
21B21A4642,R2031462,SOFTWARE ENGINEERING,19,F,0,
21B21A4642,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,17,F,0,
21B21A4642,R2031464,NETWORK PROGRAMMING LAB,12,B,1.5,
21B21A4642,R2031465,SOFTWARE ENGINEERING LAB,11,ABSENT,0,
21B21A4642,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,ABSENT,0,
21B21A4642,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,C,1.5,
21B21A4642,R203146C,COMPILER DESIGN,18,F,0,
21B21A4642,R203147C,WEB TECHNOLOGIES,18,F,0,
21B21A4643,R2031027,ENVIRONMENTAL SCIENCE,25,COMPLE,0,
21B21A4643,R2031461,COMPUTER NETWORKS,17,F,0,
21B21A4643,R2031462,SOFTWARE ENGINEERING,18,F,0,
21B21A4643,R2031463,DESIGN AND ANALYSIS OF ALGORITHMS,17,F,0,
21B21A4643,R2031464,NETWORK PROGRAMMING LAB,10,C,1.5,
21B21A4643,R2031465,SOFTWARE ENGINEERING LAB,10,C,1.5,
21B21A4643,R2031466,WEB APPLICATION DEVELOPMENT USING FULL S,0,E,2,
21B21A4643,R2031467,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,E,1.5,
21B21A4643,R203146C,COMPILER DESIGN,18,F,0,
21B21A4643,R203147C,WEB TECHNOLOGIES,14,F,0,
21B21A4644,R2031027,ENVIRONMENTAL SCIENCE,25,COMPLE,0,
21B21A4644,R2031461,COMPUTER NETWORKS,18,F,0,
21B21A4644,R2031462,SOFTWARE ENGINEERING,20,F,0,
